,RECORD #(BIBLIO),Class cutter?,New 852,Main entry,,001,Old 852(s),,,,,
0004,b100422925,,ML3170.G4,,,NYPG720061871-B,*R-Music 72-238,,,,,
0815,b14409034x,,ML3186.M22,,,608726,"*MFGX (McCutchan, R. G. Hymn tune names)",,,,,
0068,b104466650,,ML3186.R48,,,NYPG774773660-B,JMD 77-295,,,,,
0758,b140643783,,ML3186.W2 1998,,,37426427,JMF 99-297,,,,,
1079,b165464379,,ML338.1.A83 2006,,,70208241,JME 07-497,,,,,
0288,b112292550,,ML3470,,,NYPG89-B58874,"JME 89-294;""*LE 90-1525""",,,,,
0088,b114745547,,ML3470.C66 1991,Cooper,TRUE,NYPG91-B56144,JNE 91-40,,,,,
0287,b112273762,,ML3470.M33 1988,,,NYPG89-B56226,JME 89-222,,,,,
0190,b129196290,,ML3470.M33 1996,McAleer,TRUE,36107099,*L 97-634,,,,,
0326,b221433223,,ML3470.S94 V5 1991,Sweeney,TRUE,NYPG92-B52535,"JMD 92-602;""Sc D 95-1425""",,,,,
1047,b164233088,,ML3470.W34 2004,,,53443196,JME 06-983,,,,,
0047,b109997165,,ML3475.B4 1985,Bergman,TRUE,NYPG86-B108220,"Sc F 87-377;""*LE 92-461""",,,,,
0765,b141877339,,ML3477.8.N48 G76 1999,,,vendor,"*R-Music;""JMF 99-583""",,,,,
0967,b158828471,,ML3477.B36 2004,,,vendor,JME 04-157,,,,,
1135,b182800234,,ML3477.H64 2008,,,153580103,JNF 10-28,,,,,
0615,b124768490,,ML3477.R67 1996,,,34355180,*L 97-1252,,,,,
1080,b165464562,,ML3478.7.A8 B6 2005,,,60882399,"JME 07-279 [Text];""*WMC-5404 [CD-ROM]""",,,,,
0184,b108574076,,ML3478.G76 1983,,,NYPG84-B36071,JND 84-17,,,,,
0180,b125143977,,ML3479.C35 A4 1995,Caldwell,TRUE,34923101,JND 96-96,,,,,
1055,b164455504,,ML3479.W39 2006,,,62330882,JME 07-427,,,,,
0259,b153984806,,ML3493.G64 1987,Gogan,TRUE,NYPG90-B6071,*L 90-739,,,,,
0282,b112188059,,ML3502.5.G73 D3 1988,GRAHAM : The Da Capo guide to contemporary African music / by Ronnie Graham.,,NYPG88-B89183,"JMD 89-84;""*L 92-101"";""Sc D 89-826"";""Sc *780.42-G (Graham","R. Da Capo guide to contemporary African music)""",,,,
0086,b11465492x,,ML3502.5.G73 S8 1988,GRAHAM : Stern's guide to contemporary African music / Ronnie Graham,TRUE,NYPG91-B42487,"JMD 91-456;""Sc D 98-1132""",,,,,
1292,b221401490,,ML3506.B4713,,,NYPG814033205-B,"Sc F 81-21;""JNF 84-28""",,,,,
0045,b109460388,,ML3506.C4 1985,Chilton,TRUE,NYPG85-B45461,JNE 85-20,,,,,
0171,b108240800,,ML3506.D74,,,NYPG83-B896,"JNG 82-331;""Sc G 82-31""",,,,,
0941,b155482816,,ML3507.J383 2002,,,50072182,"Sc F 03-96;""JMF 03-100""",,,,,
0383,b115006783,,ML3508.B57 1991,,,NYPG91-B73463,JND 91-66,,,,,
059,b111811934,,ML3518.R87 1987,Rust,TRUE,NYPG88-B38273,*L 88-2442,,,,,
0139,b107547211,,ML3518.S55 1981,,,NYPG82-B9459,JNE 81-45,,,,,
0132,b118659698,,ML3521,Larkin,FALSE,NYPG94-B212,JME 94-114,,,,,
1090,b166839760,,ML3521.B58 2007,,,170922067,JMC 07-213,,,,,
0289,b162859909,,ML3521.D4 2006,DeSalvo,TRUE,62735467,"JME 06-121;""Sc D 07-9""",,,,,
0204,b134041677,,ML3521.R87 1997,Russell,TRUE,38154041,JMF 97-791,,,,,
0552,b120171697,,ML3521.S58 1994,,,NYPG95-B174,JNE 94-69,,,,,
0478,b117757846,,ML3524.B57 1993,,,NYPG93-B54663,JNE 93-55,,,,,
0146,b119983576,,ML3531.H87 1994,Hustwit,TRUE,31779063,"JME 95-396;""*LE 95-1736""",,,,,
1323,b221996539,,ML3532.A45 2012,,,809562133,JME 13-325,,,,,
0742,b138665345,,ML3532.B37 1997,,,37832333,"Sc E 02-1693;""JME 04-604""",,,,,
0423,b116542846,,ML3534.A68 1989,,,NYPG90-B8366,JNE 89-66,,,,,
0300,b165023387,,ML3534.C67 N5 2005,Cossar,TRUE,63190496,JMD 07-293,,,,,
0316,b185412713,,ML3534.C67 N5 2010,Cossar,TRUE,663113689,JMF 11-246,,,,,
0112,b117490611,,ML3534.J37 I6 1986,Jasper,TRUE,NYPG87-B60324,JMD 93-508,,,,,
0284,b161009682,,ML3534.M5 2005,McIver,TRUE,57200985,JMF 05-54,,,,,
0300,b11264708x,,ML3534.N58 1989,,,NYPG90-B15981,"Sc F 89-305;""JNF 89-216""",,,,,
0443,b116957542,,ML3534.N64 1992,,,NYPG93-B12983,"Sc D 93-231;""JND 93-50""",,,,,
0873,b150577503,,ML3551.H58 2000,,,42968187,JMF 01-1118,,,,,
1025,b162859867,,ML3556.A34 2006,,,vendor,JMF 06-30,,,,,
0495,b118312753,,ML3556.O456 1997,,,38209610,JMD 98-17,,,,,
0191,b108729710,,ML3556.R34 1983,,,NYPG84-B54277,"Sc D 85-30;""JND 88-65"";""*LE 94-921""",,,,,
1294,b22140806x,,ML3556.S74 1983,,,NYPG84-B82302,"Sc E 86-418;""Sc E 97-151"";""JNE 85-5"";""*LE 94-920""",,,,,
1291,b221391824,,ML3556.S75,,,NYPG734024172-B,"Sc 780.973-S (Southern, E. Readings in Black American music);""Sc D 92-519"";""*R-Music 72-1660"";""JND 72-61""",,,,,
0106,b106370224,,ML3561.J3 G63,,,NYPG804285131-B,"JNF 80-50;""Sc F 84-3""",,,,,
0432,b116765859,,ML3561.J3 K4 1966,,,NYPGR171631-B,"Sc 780.9-K (Keepnews, O. Pictorial history of jazz);""*MFM-Amer. (Keepnews",O. Pictorial history of jazz. New York,"1966)""",,,
0434,b116785299,,ML3561.J3 S8,,,NYPGR796749-B,"Sc 780.9-S (Stearns, M. Story of Jazz. 1956);""*R-Phono (Stearns","M.W. Story of Jazz)""",,,,
0242,b145130812,,ML3561.M17 T4,They,TRUE,17707071,"MWFH (Marks, E. B. They all sang);""*R-Phono (Pop Section) (Marks","E.B. They all sang)""",,,,
0059,b103462144,,ML3561.P6 W47,,,NYPG764058321-C,JNF 76-41,,,,,
1139,b183580266,,ML3565.G73 2010,,,613573824,"Sc*780.9 G (Gray, J. From vodou to zouk);""JME 10-87""",,,,,
1178,b19562421x,,ML3565.G733 2012,,,671531723,"JME 12-292;""Sc *780.899-G (Gray","J. Afro-Cuban music)""",,,,
0861,b149153223,,ML3785.S5,,,44968044,JMD 00-1194,,,,,
1303,b221539128,,ML3790.B65 2006,,,65203530,JME 06-771,,,,,
1006,b161303857,,ML3790.B66 2004,,,57397036,JME 05-681,,,,,
1054,b164406700,,ML3790.B72 2006,,,62341595,JME 06-1167,,,,,
0138,b107546255,,ML3790.C69,,,NYPG82-B937,*LE 82-4,,,,,
0633,b125878096,,ML3790.D73 1993,,,29390275,*LE 96-1431,,,,,
0677,b132142016,,ML3790.F56 1989,,,NYPG90-B45744,"JNE 90-3;""*LE 92-1314""",,,,,
0688,b133296969,,ML3790.F59 1997,,,37608340,JMF 97-722,,,,,
0982,b15998788x,,ML3790.F7 2004,,,vendor,JME 05-88,,,,,
0305,b166913935,,ML3790.H3 2007,Hatschek,TRUE,150389037,JME 08-100,,,,,
0840,b145435192,,ML3790.H54 1997,,,38227723,JME 01-167,,,,,
0694,b134248065,,ML3790.J68 1997,,,36138384,JME 98-69,,,,,
0327,b221554737,,ML3790.K73 T5 2007,Krasilovsky,TRUE,166437763,"JBE 17-1471;""JME 07-206""",,,,,
1077,b165339858,,ML3790.M84 2008,,,86168802,JMF 07-1125,,,,,
1098,b167717935,,ML3790.P35 2006,,,75381956,JNE 08-78,,,,,
0417,b116262977,,ML3790.R56 1991,,,NYPG92-B63328,"JME 92-139;""*LE 92-1212""",,,,,
1317,b221923652,,ML3790.R87 2011,,,677975536,JMF 12-86,,,,,
0676,b132142004,,ML3790.S49 1989,,,NYPG90-B21213,"JNE 89-71;""*LE 92-1521""",,,,,
1302,b221504072,,ML3790.S68 1994,,,NYPG02-B3618,JNF 94-218,,,,,
1313,b221864428,,ML3795.B33 2010,,,YBP 2009035802,JNF 10-6,,,,,
1153,b186306295,,ML3795.C2793 2009,,,290485551,JME 10-928,,,,,
0279,b159083631,,ML3795.C34 M3 2004,Cahill,TRUE,54968360,JME 04-414,,,,,
0876,b150890059,,ML3795.C74 2001,,,45320749,"JMF 01-1725;""JME 01-603""",,,,,
0976,b159574080,,ML3795.F497 2004,,,2003062234,JMF 04-416,,,,,
0288,b161923331,,ML3795.F5 2006,Fisher,TRUE,62704813,JME 06-118,,,,,
0141,b119455547,,ML3795.H8 1994,Hustwit,TRUE,NYPG95-B5013,*LE 95-787,,,,,
1155,b186735583,,ML3795.M354 2010,,,591770261,JME 10-956,,,,,
0125,b118449631,,ML3795.N6 1989,Note by note,TRUE,NYPG94-B6233,JMF 94-59,,,,,
1289,b220904790,,ML3795.S425 2010,,,692440387,JME 20-118,,,,,
1152,b186300104,,ML3797.B29 2008,,,231834333,JMF 10-2168,,,,,
1043,b163579921,,ML3797.B4 2007,,,vendor 2005058681,JMD 06-771,,,,,
1046,b164232576,,ML3797.B68 2004,,,53131842,JME 06-1022,,,,,
1109,b170437814,,ML3797.G68 2009,,,209665141,JME 08-990,,,,,
0234,b110497259,,ML3797.H49 1982,,,NYPG86-B76428,JMF 87-250,,,,,
1118,b180101882,,ML3797.H537 2009,,,215174716,JMD 09-171,,,,,
0286,b161784033,,ML3797.H68 2005,How,TRUE,62280502,JME 06-256,,,,,
0802,b143691910,,ML3797.I79 1999,,,vendor,JME 99-625,,,,,
1316,b221907452,,ML3797.P65 2011,,,651011993,JME 11-224,,,,,
1305,b221557477,,ML3797.W54 2009,,,vendor,JME 08-373,,,,,
1235,b203176182,,ML3797.W75 2014,,,881386406,JME 14-746,,,,,
1162,b188484334,,ML3797.Y37 2008,,,243702380,JMF 11-290,,,,,
0992,b16043760x,,ML38.B48 W669 2005,,,vendor,JMF 05-139,,,,,
0894,b154358897,,ML3800.C165 2002,,,45166705,JME 02-595,,,,,
1278,b217398091,,ML3830.O78 2019,,,1078417482,JMD 19-48,,,,,
1276,b217020999,,ML3845.C4729 2018,,,994854153,JMD 19-31,,,,,
0214,b109702311,,ML3849.F74 1985,,,NYPG85-B80199,JMF 85-740,,,,,
1269,b21544016x,,ML3849.J8613 2017,,,966205044,JMD 18-10,,,,,
0362,b114416023,,ML385.C615,,,NYPG91-S2500,JMM 91-15,,,,,
0114,b117523410,,ML385.L37 G8 1992,Larkin (Heavy metal),FALSE,NYPG93-B41805,JME 93-361,,,,,
0252,b110946479,,ML385.L95 1986,,,NYPG87-B26268,"*PVO 87-3054;""JMF 89-783""",,,,,
0951,b157354532,,ML390,,,12963886,JME 12-25,,,,,
0509,b118562769,,ML390.A54 1982,,,NYPG83-B29472,JNG 83-107,,,,,
0028,b102011886,,ML390.B96,,,NYPG744813963-B,"JND 74-27;""*LE 92-316""",,,,,
0459,b117236391,,ML390.B963,,,NYPGR853213-B,"JME 98-30;""Sc 784-B (Burton","J. Blue book of Tin Pan Alley)""",,,,
0174,b124229591,,ML390.C66 ,Compositores,TRUE,3700317,"*ME (Compositores de AmÃ©rica) Library has: v. 1-19 1955-1979.;""*R-Music (Compositores de AmÃ©rica)""",,,,,
0146,b107767545,,ML390.E815 1982,,,NYPG83-B25334,JNE 89-50,,,,,
0762,b141552517,,ML390.I58 1999,,,41333249,"JMF 99-557;""Sc *780.9-I (International dictionary of black composers)""",,,,,
1166,b188891596,,ML390.M4647 2011,,,630498292,JME 11-630,,,,,
0290,b163000748,,ML390.S33 2005,Sadie,TRUE,57381850,JME 06-221,,,,,
0904,b154800521,,ML390.S67,,,NYPG02-B3350,"*R-Music;""*R-Slav. Div. (Soiuz sovetskikh kompozitorov. Sovetskie)""",,,,,
0039,b108422616,,ML390.W65 N4 1983,Wolff,TRUE,NYPG84-B18116,JMD 84-376,,,,,
1280,b218073562,,ML3916.H43 2019,,,1031423358,JME 19-284,,,,,
0852,b147381988,,ML3920.C63 1999,,,40338417,JME 00-835,,,,,
1277,b217151395,,ML3921.S86 2018,,,1028881617,JMD 19-28,,,,,
0892,b154247443,,ML394.J36 1998,,,37533958,*L 02-397,,,,,
0295,b164644921,,ML394.S56 S8 2006,Simmonds,TRUE,77598456,JMF 06-2569,,,,,
0292,b164256465,,ML394.T35 K6 2004,Talevski,TRUE,64555765,JME 06-773,,,,,
0310,b16875857x,,ML397.H37 P5 2008,Harden,TRUE,har085010156,JME 08-1094,,,,,
1084,b165856178,,ML398.Q74 2007,,,vendor,JME 07-866,,,,,
0405,b115384959,,ML399.B53 1990,,,NYPG92-B24514,JNF 92-132,,,,,
1114,b179768608,,ML400.K474 2008,,,254422326,JME 09-450,,,,,
0013,b101096653,,ML400.K9813 1969,,,NYPG734303895-B,"*ME (Kutsch);""*LE 91-1141""",,,,,
0943,b155559813,,ML400.P295 2003,,,51444401,JMF 03-1,,,,,
0019,b101456207,,ML400.S54,,,NYPG744216892-B,"JMD 74-160;""*R-Phono (Simpson","H. Singers to remember)"";""*LE 76-1715""",,,,
0625,b125360800,,ML400.S77 1996,,,33333552,"JNF 96-140;""Sc *782.42-S (Stancell","S. Rap whoz who)""",,,,
1300,b221452035,,ML402.H36 1994,,,NYPG96-B682,"Sc *781.45-H (Handy, D. Black conductors);""JND 96-41""",,,,,
0081,b114046025,,ML404.D74 1990,"Drescher, Thomas",TRUE,NYPG90-B97921,JME 90-401,,,,,
0222,b110137887,,ML404.F22 1983,,,NYPG86-B25784,JME 86-140,,,,,
0511,b118629505,,ML404.G76 1991,,,NYPG94-B12403,JNF 94-40,,,,,
0824,b144438392,,ML404.H45,,,301499,"**MKKC (Henley, W. Universal dictionary of violin and bow makers)",,,,,
0752,b139272550,,ML404.J312 1964,,,1228268,JMF 98-954,,,,,
0617,b124939867,,ML404.P58 1994,,,30155687,JMD 96-561,,,,,
0138,b119191970,,ML404.W38 1993,Waterhouse,TRUE,NYPGR30035389-B,JMF 94-653,,,,,
0224,b110172413,,ML404.W46 1986,,,NYPG86-B30285,JNG 87-141,,,,,
0819,b144151029,,ML404.W66,,,303438,"*MKKC (Woodcock, C. Dictionary of contemporary violin)",,,,,
0169,b108210042,,ML410.A638 W5 1983,,,NYPG83-B72761,JNE 83-38,,,,,
0207,b134598222,,ML410.B13 F35 1956,Falck,TRUE,684982,JMD 98-4,,,,,
0293,b164259569,,ML410.B13 L96 2005,Lyon,TRUE,62363960,JMD 06-889,,,,,
0995,b160509257,,ML410.B13 U54 2005,,,vendor,JMD 05-323,,,,,
0094,b11518093x,,ML410.B4 C66 1991,Cooper,TRUE,NYPG92-B3457,JMF 91-1431,,,,,
0526,b118995248,,ML410.C24 P7 1993,,,NYPG94-B23699,JNF 94-121,,,,,
1330,b222769208,,ML410.C54 J244 2020,,,1163636937,JME 21-2,,,,,
0261,b15478140x,,ML410.C855 C38 1949,Cauchie,TRUE,NYPG02-B3306,*R-Music,,,,,
0043,b109007347,,ML410.D7 1983,Gaetano Donizetti,TRUE,NYPG84-B91042,JMF 85-104,,,,,
0792,b143514490,,ML410.F82 M6 1969,,,2908997,"*MEC (Franck) (Mohr, W. Caesar Franck)",,,,,
0328,b113712984,,ML410.G9 B413 1989,,,NYPG89-B43847,JMG 89-126,,,,,
0314,b181577628,,ML410.H13 G47 2009,Gervink,TRUE,254865742,JMM 09-13,,,,,
1130,b18157763x,,ML410.H4 H319 2010,,,664887301,JMF 11-663,,,,,
0137,b119109530,,ML410.H482 K63 1993,Koch,TRUE,31761520,JMD 95-224,,,,,
0793,b143539322,,ML410.L7 R134 1968,,,687172,"*MEC (Liszt) (Raabe, P. Franz Liszt. 1968)",,,,,
1015,b161862883,,ML410.M9 C257 2006,,,60245611,JME 06-117,,,,,
0294,b164283365,,ML410.M9 K66 2005,Konrad,TRUE,62185881,JME 07-296,,,,,
0089,b114898145,,ML410.M9 L3 1990,Mozart (ed. Landon),TRUE,NYPG90-B102246,JMF 90-1383,,,,,
0010,b101820549,,ML410.S22 P3 1972,"Pagano, Roberto",TRUE,NYPG744611787-B,JMD 74-158,,,,,
1238,b204778669,,ML410.S3 J65 2014,,,869726230,JMF 14-232,,,,,
0194,b10884691x,,ML410.S386 R7 1980,,,NYPG84-B68725,JND 83-46,,,,,
0234,b143662090,,ML410.S388 B58 1960,Bittinger,TRUE,20250990,"*MEC (SchÃ¼tz)-C (Bittinger, W. SchÃ¼tz-Werke-Verzeichnis)",,,,,
1053,b164299439,,ML410.S4 S35 2006,,,70677343,JME 07-182,,,,,
1338,b227174690,,ML410.S915 D67 2021,,,1265345454,JMG 22-403,,,,,
0031,b107379880,,ML410.S932 W55 1979,White,TRUE,NYPG82-B20675,JMF 82-314,,,,,
0053,b103235590,,ML410.S95 A9,,,NYPG764866499-B,JME 76-279,,,,,
1173,b194221027,,ML410.V82 T35 2011,,,704381415,JME 11-861,,,,,
0100,b116567934,,ML410.W13 M55 1992,Millington,TRUE,NYPG93-B2335,JMF 92-1243,,,,,
0681,b132814729,,ML410.W19 L43 1997,,,35280820,JME 97-671,,,,,
0104,b11679933x,,ML410.W395 D7 1987,Weill,TRUE,NYPG87-B86279,JME 88-70,,,,,
0420,b116480567,,ML429.G69 A3 1992,,,NYPG92-B76893,JNE 92-83,,,,,
0527,b118997853,,ML432.W66 1989,,,NYPG94-B24004,JMF 94-607,,,,,
0825,b144439876,,ML457.A76,,,264747,"*MC+ (Aronowsky, S. Performing times of orchestral works)",,,,,
1204,b197976128,,ML460.A37 2012,,,760978542,JMF 13-139,,,,,
0155,b120623511,,ML461.Y68 1993,Young,TRUE,30501590,JMG 95-293,,,,,
0708,b135357342,,ML462.C33 C44 1988,,,22003923,JMF 98-162,,,,,
0704,b134709512,,ML48.B66 1996,,,35174927,JMF 98-174,,,,,
1237,b204728083,,ML50.9.L43 2014,,,885176398,JMD 14-675,,,,,
0515,b118702245,,ML54.6.L96 1993,,,NYPG93-B63252,"Sc F 93-283;""JNF 95-88""",,,,,
0476,b117631395,,ML54.6.M34 1990,,,NYPG93-B46347,JMD 93-481,,,,,
0027,b102006477,,ML54.6.M5 R5 1973,,,NYPG744807871-B,JMC 74-122,,,,,
0011,b101892937,,ML54.6.W678,Word-by-word,TRUE,NYPG744687851-B,JMD 73-300,,,,,
1032,b163007998,,ML54.B15 C33 2004,,,57212261,JMF 06-240,,,,,
0303,b112695838,,ML549,,,NYPG90-B22769,JMD 90-89,,,,,
0065,b103788426,,ML55.B34 vol. 6,,,NYPG764413604-B,JNL 73-1 Library has: Bd. 6,,,,,
0262,b154850342,,ML594.A1 M54 1969,Michel,TRUE,NYPG02-B3439,*R-Music,,,,,
0798,b143648123,,ML600.A76 1995,,,31375955,JMD 00-282,,,,,
0215,b109798855,,ML63.K88 1985,,,NYPG85-B94189,JMD 86-19,,,,,
0220,b14173615x,,ML649.8.F56 1996,Fine,TRUE,40622727,JMD 99-416,,,,,
0315,b185320363,,ML649.8.F56 A3,Fine,TRUE,456431051,JMM 10-12,,,,,
0720,b136813446,,ML65.S6 1998,,,37245945,JMD 98-471,,,,,
0966,b158824271,,ML650.F46 1994,,,NYPG04-B754,JMF 95-661,,,,,
1275,b216845002,,"ML650.F46 2001;""Q786.2 F 2001""",,,45877493,JMF 18-481,,,,,
0437,b116799900,,ML650.N4 1988,,,NYPG90-B8008,JMC 89-128,,,,,
0485,b117988108,,ML652.C57 1993,,,NYPG93-B71558,JMF 93-1369,,,,,
1138,b183515626,,ML652.G76 2009,,,637483396,JMC 11-92,,,,,
0162,b108096312,,ML652.M87,,,NYPG83-B60485,JMD 84-84,,,,,
0033,b10252516x,,ML652.P547 1982,,,8936206,JMD 96-772,,,,,
0074,b104906571,,ML66.E6,,,NYPG784346910-B,JMD 78-136,,,,,
0850,b14686024x,,ML676.H46 2000,,,337493,JMC 00-87,,,,,
1171,b194216160,,ML694.K44 2011,,,707968398,JMF 12-166,,,,,
1116,b179996393,,ML74.7.A94 2009,,,265740004,"JMF 09-1086 [Text];""*WMC-6692 [CD-ROM]""",,,,,
0179,b125045463,,ML74.7.P44 M8 1996,Peel,TRUE,35243017,"*LE 97-75;""JME 97-246""",,,,,
1226,b202184420,,ML74.7.S86 2013,,,861676444,JME 14-415,,,,,
1148,b185426098,,ML755.S55 2008,,,263295903,JME 10-919,,,,,
0448,b117101345,,ML76.G7 O53 1993,,,NYPG93-B19403,*LE 93-577,,,,,
0070,b112869828,,ML800.N4 1989,New,TRUE,NYPG90-B44390,JMD 89-627,,,,,
1255,b210851806,,ML82.M4 2016,,,945767521,JME 16-625,,,,,
0944,b155559837,,ML82.W625 2002,,,vendor,JMF 03-2,,,,,
0111,b106807973,,ML830.B74,,,NYPG804797441-B,JMF 80-577,,,,,
0818,b144149151,,ML845.R6,,,906667,"*MKK (Roda, J. Bows for musical instruments)",,,,,
0447,b117070166,,ML846.H82 1988,,,NYPG88-B47611,JME 93-184,,,,,
0755,b139902788,,ML85.B34,,,248703,"MDZ (New York Public Library. Prints division. Music in prints);""*MFZA (New York Public Library. Prints Division. Music in prints)"";""*HND (NYPL) (New York Public Library. Prints division. Music in prints by Sydney Beck and Elizabeth E. Roth)"";""JMF 16-283""",,,,,
0090,b105616308,,ML85.B43,,,NYPG794350454-B,JNL 79-1 Library has: Vol. 1.,,,,,
0186,b108670156,,ML87.G818,,,NYPG84-B47498,JMF 83-486,,,,,
0135,b107479710,,ML87.G82,,,NYPG82-B3262,JMF 81-619,,,,,
0150,b107906582,,ML87.G83,,,NYPG83-B3990,JMF 83-162,,,,,
1105,b168364062,,ML931.A33 2005,,,60245653,JMF 08-798,,,,,
1321,b221978859,,ML935.T65 2012,,,756278780,JME 12-936,,,,,
0910,b154876884,,ML96.4.C64,,,NYPG02-B3484,*R-Music,,,,,
0749,b139250360,,ML96.4.W5 1965,,,172022,JMF 98-943,,,,,
0201,b132868660,,MT125.F54 1997,Field,TRUE,37417097,JME 97-560,,,,,
0402,b115365370,,MT125.K72 1988,,,NYPG92-B20542,JME 92-99,,,,,
0592,b123437921,,MT125.S79 1995,,,32013574,JME 95-607,,,,,
0071,b112936076,,MT35.G11 1990,G. Schirmer,TRUE,NYPG90-B52098,JMF 90-598,,,,,
1175,b194744711,,MT35.G735 2011,,,701032248,JME 12-344,,,,,
0058,b111767210,,MT6 B46 1987,Bent,TRUE,NYPG88-B31949,JME 88-177,,,,,
1070,b165044743,,MT6.V2417 2005,,,62804835,JMF 07-465,,,,,
0457,b117136037,,MT67.D253 1992,,,NYPG93-B24555,JME 93-85,,,,,
0149,b120196682,,MT67.P54,Pierce,TRUE,31033762,JNE 95-66,,,,,
1036,b16340754x,,MT67.P75 2006,,,61162085,JMF 06-898,,,,,
0173,b108304504,,MT67.S657,,,NYPG83-S1337,JML 83-9,,,,,
1099,b167718228,,MT67.W26 2006,,,70883180,JME 08-296,,,,,
0816,b144103710,,MT70.R37,,,394477,"*MIB (Read, G. Thesaurus of orchestral devices)",,,,,
0409,b115589077,,MT737.S6 1991,,,NYPG92-B37989,*LE 92-671,,,,,
1133,b181707500,,MT821.M24 2009,,,213302339,"JMF 09-2246;""JMF 15-272""",,,,,
1181,b196056299,,MT883.J64 2011,,,YBP 2010037773,JME 12-435,,,,,
1200,b197309872,,MT883.O45 2012,,,781594080,"JME 13-2 [Text];""*LDC 52167 [CD]""",,,,,
1170,b194211502,,MT90.N28 2008,,,263416625,"JMG 12-163 [Text];""*LDC 51969 [CD]""",,,,,
0813,b143966625,,MT90.T6 E8,,,912417,"*MGD (Tovey, D. F. Essays in musical analysis. 1935)",,,,,
1100,b167744094,,MT95.D59 2007,,,it,JMD 08-490,,,,,
0807,b143848811,,MT95.E9,,,615596,"*R-Music;""*MFC (Ewen","D. European light opera)""",,,,
0712,b135608430,,MT95.F4,,,615364,JMF 98-181,,,,,
0078,b113307378,,MT95.G2 1988,Gänzl,TRUE,NYPG88-B96553,JME 89-28,,,,,
0272,b155277777,,MT95.K66 H3 2002,Kloiber,TRUE,50921310,JME 02-1229,,,,,
0237,b143969365,,MT95.L83 C6 1962,Lubbock,TRUE,42959825,"*R-Music;""*MGN (Lubbock","M. Complete book of light opera)""",,,,
0108,b117135653,,MT95.N376 1992,Neef,TRUE,NYPG93-B24477,JMD 93-288,,,,,
0073,b113030320,,MT95.N376 H23 1989,Neef,TRUE,NYPG90-B63753,JMD 90-263,,,,,
0236,b110569891,,MT955.B795 1986,,,NYPG86-B86829,JNE 86-32,,,,,
1034,b16324974x,,MT955.F55 2006,,,vendor 2005037925,JME 06-360,,,,,
0367,b114718660,,MT955.K82 1990,,,NYPG91-B52095,JNE 91-56,,,,,
0649,b127683070,,MT955.S86 1997,,,34894530,JMD 97-95,,,,,
0011,b100870223,,MT955.T844,,,NYPG734053197-B,"MWEO 73-534;""JNF 73-120""",,,,,
0137,b107490079,,MT955.V36,,,NYPG82-B4214,JME 81-228,,,,,
0555,b120211397,,MT955.V36 1994,,,NYPG95-B4203,JML 95-19,,,,,
0841,b14573187x,,NX110.A767 2000,,,42913849,"*R-ART Desk NX110 .A767 2000;""JMF 00-393""",,,,,
1266,b21484139x,,NX197.K49 2018,,,1004206607,*LE 18-1440,,,,,
1060,b164613560,,NX705.5.U6 L53 2006,,,68133069,"JQE 07-169;""JNE 08-26""",,,,,
1325,b222107303,,PE1583.P65 2014,,,877914150,JMF 14-208,,,,,
0199,b109014091,,PF640.C375 1981,,,NYPG84-B91888,JMC 84-141,,,,,
0179,b108475918,,PN1022.H63 1983,,,NYPG84-B24329,*R-Phono 84-762,,,,,
1337,b226042017,,PN1561.G74,,,1091902330,"*R-BIZ PN156 .G74 Latest issue;""JMM 21-5"";""JMM 01-41 Library has: 11th ed. (2019/2020).""",,,,,
0453,b117121290,,PN1576.P78 1992,,,NYPG93-B22240,"MWB 93-2083;""*LE 93-1847""",,,,,
0061,b112086901,,PN1583.C4 1988,Christensen,TRUE,NYPG88-B75543,*LAD 89-2914,,,,,
0530,b119235742,,PN1968.U5 S37 1994,,,NYPG94-B26147,"*L 95-780;""MWFH 94-5626""",,,,,
0833,b145076295,,PN1991.3.U6 B8,,,722728,"MWGI (Buxton, F. Radio's golden age);""*R-Phono (Section BDC) (Buxton","F. Radio's golden age)""",,,,
0030,b107278546,,PN1991.3.U6 I7 1980,I remember,TRUE,NYPG82-B11408,*R-Phono 82-460,,,,,
0134,b107427060,,PN1991.9.L5 1981,,,NYPG82-B25037,"MWGI 82-1788;""*L 82-901""",,,,,
0231,b110363486,,PN1991.9.P58 1986,,,NYPG86-B56869,"MWGI 86-2961;""*L 87-872""",,,,,
0131,b107350270,,PN1995.9.M86 G7,,,NYPG82-B1796,"MFL 82-28;""JMD 84-380""",,,,,
0468,b117514652,,PN1995.9.M86 P37 1992,,,NYPG93-B40535,JND 93-29,,,,,
0953,b157679226,,PN2001.B755,,,18651754,JMM 03-74,,,,,
0251,b110942784,,PN2071.F6 M6,,,NYPG87-B2580,"*LDC 27591 (F) Library has: v. 1-4. Service copy.;""*LE 03-144. Text. Additional copy of book in Theatre Collection."";""*LT-10 5450 (F) Library has: v. 1-4 Preservation copy."";""*LT-7 4106-4107 Original items."";""MWEQ 87-1254.""",,,,,
0235,b110559721,,PN2270.A93 F7 1986,,,NYPG86-B85271,"MWED 13-6851;""*LE 90-766""",,,,,
0724,b137158038,,PN2285.S546 1998,,,39093566,*L 98-1074,,,,,
0491,b118133895,,PN6151.D43 1988,,,NYPG89-B2198,*L 88-2616,,,,,
0328,b221635105,,PR3034.W55 M8 2007,Wilson,TRUE,170037496,JME 16-407,,,,,
